key,nom,editeur,categories,installs,avis,note,cloud,modele_dc,derniere_version_dc
aptis.plugins.epicSumUp,ESU - Sum Up KPI & Budget Reporting Project Epic Overview,APTIS GmbH & Co. KG,Dashboard gadgets;Reports;Utilities;Project management,1777,44,4.06,oui,atlassian,2026-09-15
com.playsql.requirementyogi,Requirement Yogi - Requirements Management for Confluence,Requirement Yogi,Document management;Blueprints;Project management;Testing & QA,1568,37,4.29,oui,atlassian,2026-09-10
org.swift.jira.cot,Create on Transition for Jira,Appfire,Admin tools;Workflow;Utilities;Project management,1106,49,4.72,oui,atlassian,2026-07-14
com.jiraworkcalendar.work-calendar,Work Time Calendar - Time Tracking for Jira,BrizoIT,Time tracking;Dashboard gadgets;Reports;Project management,1108,75,4.62,oui,atlassian,2026-08-19
net.brokenbuild.agile-reports,Agile Reports & Gadgets: 30+ delivery health metrics toolset,Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,1445,21,4.52,oui,atlassian,2026-09-21
de.scandio.confluence.plugins.pocketquery,PocketQuery - Connect SQL Databases & REST in Confluence,Lively Apps,Charts & diagramming;Reports;Integrations;Macros,841,79,4.91,oui,atlassian,2026-09-20
team-files-office-sharepoint-excel-365-for-jira,SharePoint Connector for Jira Automation,ikuTeam (File Automation & Workflows),Document management;Documentation;Integrations;Utilities,1511,19,4.49,oui,atlassian,2026-09-10
net.customware.confluence.plugin.reporting,Reporting for Confluence,Appfire,Reports;Macros,1051,100,4.58,oui,atlassian,2026-08-06
com.intenso.jira.plugins.actions.jsd-actions,Actions for Jira Service Management,Deviniti,Admin tools;Workflow;Utilities;IT & helpdesk,1083,36,4.72,oui,atlassian,2026-08-31
plugin.jep,Enhancer Plugin for Jira,Appfire,Workflow;Custom fields;Dashboard gadgets;Project management,944,70,4.75,oui,atlassian,2026-07-30
com.tngtech.confluence.plugin.multivote,Multivote & Enterprise Survey for Confluence,TNG Technology Consulting GmbH,Charts & diagramming;Reports;Macros;Utilities,1312,32,4.45,oui,atlassian,2026-09-10
com.ricksoft-inc.plugins.excel-like-tables-for-confluence,Excel-like Tables for Confluence (Spreadsheet & Chart),"Ricksoft, Inc.",Charts & diagramming;Documentation;Macros;Project management,1576,27,4.22,oui,atlassian,2026-06-04
com.simplenia.confluence.plugins.polls,Polls for Confluence,Appfire,Dashboard gadgets;Charts & diagramming;Blueprints;Macros,1082,35,4.68,oui,atlassian,2026-08-04
com.riadalabs.jira.plugins.notificationassistant,Notification Assistant for Jira - Email,Modus  Create,Email;Messaging;Utilities;Project management,1180,57,4.43,oui,atlassian,2026-06-15
eps.focuspro.EasyDropdownMenu,Easy Dropdown Menu (Drop down selection),EPS Software Engineering AG,Reports;Macros,1808,27,3.98,oui,atlassian,2026-09-09
ru.teamlead.jira.plugins.reminder-for-jira,"Reminder for Jira (Follow-Ups, Deadlines & Notifications)",Teamlead,Tasks;Email;Messaging;Project management,1217,32,4.53,oui,atlassian,2026-02-09
co.uk.jackgraves.jira-optimiser,Optimizer for Jira (Health Checks & Cleanup),AppFox,Admin tools;Custom fields;Utilities;Monitoring,1132,33,4.62,oui,atlassian,2026-09-11
com.devsamurai.plugin.jira.route-map,"Portfolio Roadmaps, Kanban & Timeline Structure for Jira",DevSamurai,Workflow;Charts & diagramming;Reports;Project management,1478,30,4.25,oui,atlassian,2026-02-23
nl.avisi.confluence.plugins.git-plugin,"Git for Confluence (GitHub, GitLab, Bitbucket, Azure)",Avisi Apps bv,Document management;Documentation;Macros;Source code,1078,22,4.77,oui,atlassian,2026-06-25
com.eis.jira.plugins.jiradoc,Smart Configuration: Documentation for Jira,Eisonesoft,Admin tools;Reports;Documentation;Blueprints,830,46,4.89,oui,atlassian,2026-02-25
de.kontextwork.goedit,GoEdit - Simply edit attachments!,KontextWork,Charts & diagramming;Document management;Integrations;Project management,827,102,4.77,oui,atlassian,2026-04-08
com.mute.confluence.plugins.lms,"Smart Courses for Confluence (LMS, Quizzes, Onboarding)",Creativas,Reports;Document management;Documentation;Design tools,1076,51,4.51,oui,atlassian,2026-08-27
com.infosysta.jfd.jira-for-desktop,Desktop Connector for Jira (Windows and Mac),Futurate,,752,20,3.69,oui,atlassian,2026-08-12
com.plugins4people.jsd.jsd-config-importer,Feature Bundle – Self-Service Extension for JSM,Appsvio - Atlassian Partner of the Year for 2023,Themes & styles;Utilities;IT & helpdesk,793,51,4.88,oui,atlassian,2026-08-17
com.atlassian.bonfire.plugin,Capture for Jira,SmartBear,Custom fields;Dashboard gadgets;Testing & QA,2278,153,3.0,oui,atlassian,2025-09-18
com.stiltsoft.stash.graphs,Awesome Graphs for Bitbucket,Stiltsoft Europe OÜ,Charts & diagramming;Reports;Code quality;Code review,1035,85,4.4,oui,atlassian,2026-09-15
com.adaptavist.confluence.formMailNG,Forms for Confluence (Surveys & Request Workflows),Kolekti (part of The Adaptavist Group),Email;Documentation;Blueprints;Macros,1408,58,3.99,oui,atlassian,2026-07-15
com.valiantys.spreadsheets,Elements Spreadsheet - tables for Data & Project Management,Elements - Atlassian ITSM Partner of the Year 2025,Reports;Document management;Macros,2046,73,3.27,oui,atlassian,2026-08-06
com.tngtech.confluence.plugins.tableenhancer,Table Enhancer for Confluence,TNG Technology Consulting GmbH,Document management;Macros,1662,23,3.97,oui,atlassian,2026-09-10
com.nerdwin15.stash-stash-webhook-jenkins,Webhook to Jenkins for Bitbucket,Appfire,Build management;Integrations;Repository hooks;Continuous integration,1052,75,4.33,oui,atlassian,2026-08-05
com.refinedwiki.jira.servicedesk.refinedtheme,"Refined for JSM DC (Theme ITSM, HR Helpdesk & Service Desks)",Refined,Themes & styles;Design tools;IT & helpdesk;Mobile,890,43,4.68,non,atlassian,2026-09-17
org.swift.confluence.markdown,Markdown for Confluence,Appfire,Documentation;Messaging;Macros;Utilities,2280,16,3.52,oui,atlassian,2026-04-24
com.mute.confluence.plugins.terms,"Smart Terms Glossary (Definitions, Highlight, Terminology)",Creativas,Document management;Documentation;Macros;Utilities,1203,46,4.21,oui,atlassian,2026-05-13
io.getint.apps.jira.jira-azure,Azure DevOps Integration for Jira (DevOps Connector),"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Workflow;Integrations;Project management,737,54,4.86,oui,atlassian,2026-09-16
cz.morosystems.atlassian.plugin.easymind,EasyMind - Mind Maps for Confluence,"MoroSystems Orchestra, s.r.o.",Charts & diagramming;Documentation;Blueprints;Design tools,1352,39,4.07,oui,atlassian,2026-08-14
com.binguo.confluence.headingfree.easy-heading-free,Easy Heading Macro (Floating Table of Contents),Shinetech Software,Admin tools;Themes & styles;Document management;Macros,1507,19,4.14,oui,atlassian,2026-09-21
com.akelesconsulting.jira.plugins.MultipleChartsGadget,Multiple Filters Chart Gadgets (for Dashboards & Reports),Akeles Consulting,Dashboard gadgets;Charts & diagramming;Reports,831,33,4.81,oui,atlassian,2026-06-04
de.scandio.confluence.plugins.hideelements-macro,HideElements - Custom Layout & UI Control for Confluence,Lively Apps,Themes & styles;Documentation;Macros;Design tools,723,28,5.0,non,atlassian,2026-08-16
com.keplerrominfo.jira.plugins.keplercf,Power Custom Fields for Jira,Appfire,Admin tools;Custom fields;Dashboard gadgets;Project management,930,34,4.63,oui,atlassian,2026-09-23
com.nolddor.announcement-banner,Announcement Banner for Confluence,Sweet Bananas,Admin tools;Themes & styles;Messaging,792,23,4.95,non,atlassian,2025-09-26
net.customware.confluence.plugin.vault,Security & Encryption for Confluence,Appfire,Admin tools;Macros;Security,1292,47,4.04,oui,atlassian,2026-05-12
org.techtime.jira.plugins.usermanagement,User Management for Jira (bulk & timed inactive users),TechTime Initiative Group Limited,Admin tools;Utilities;Monitoring,869,25,4.8,oui,atlassian,2026-09-11
nl.topicus.bitbucket.bitbucket-webhooks,Jenkins and Azure DevOps Post Webhooks for Bitbucket,votazz,Messaging;Integrations;Repository hooks;Continuous integration,825,31,4.8,non,atlassian,2026-03-10
com.arsenale.plugins.lockpoint,Cenote Lockpoint - Attachment Checkout,"Cenote Labs, Inc.",Document management;Documentation;Project management,783,29,4.87,oui,atlassian,2025-09-11
org.swift.confluence.sql,SQL for Confluence (Pro Edition),Appfire,Charts & diagramming;Reports;Integrations;Macros,1041,29,4.48,oui,atlassian,2026-09-21
com.easyagile.programs,Easy Agile Programs - PI Planning Program Board Dependencies,Easy Agile,Charts & diagramming;Reports;Dependency management;Project management,692,46,4.89,oui,atlassian,2026-09-11
com.bit-booster.graph,CommitGraph for Bitbucket,GitBoost Software Inc.,Charts & diagramming;Reports;Integrations,1162,12,4.69,non,atlassian,2026-05-15
ovh.atlasinc.confluence.confluence-share,External Share for Confluence,Warsaw Dynamics,Document management;Documentation;Utilities;Security,866,46,4.59,oui,atlassian,2026-07-22
com.k15t.scroll.scroll-html,Scroll HTML Exporter for Confluence,K15t,Document management;Documentation;Macros,893,15,4.92,oui,atlassian,2026-09-24
ch.bitvoodoo.confluence.plugins.language,Translations for Confluence,Elevatic,Document management;Documentation;Macros,1198,35,4.18,oui,atlassian,2026-08-20
plugin.jip,Assets and Inventory Plugin for Jira,Appfire,Custom fields;Dashboard gadgets;IT & helpdesk,780,40,4.75,oui,atlassian,2026-07-30
net.oharagroup.confluence.plugins.confluence-open-api,Open API Documentation for Confluence,O'Hara Group,Documentation;Macros,1829,19,3.68,oui,atlassian,2026-09-13
net.customware.confluence.plugin.pageapproval,Page Approval for Confluence,Appfire,Admin tools;Document management;Documentation,1683,73,3.39,oui,atlassian,2026-08-05
jira-microsoft-teams-connector,Advanced Microsoft Teams Connector for Jira,Move Work Forward,Workflow;Messaging;Integrations;Project management,1216,43,4.07,oui,atlassian,2026-09-10
com.deiser.jira.exporter,Exporter for Jira (Export issues to Excel & CSV),Deiser,Charts & diagramming;Reports;Document management;IT & helpdesk,1422,59,3.71,oui,atlassian,2026-07-30
com.decadis.xtools-for-jira,Admin Toolbox for Jira,Decadis AG,Admin tools;Themes & styles;Workflow;Utilities,597,49,5.0,non,atlassian,2026-08-26
sla-time-and-report,SLA Time and Report for Jira (SLA Management & Compliance),SaaSJet,Time tracking;IT & helpdesk;Monitoring;Project management,772,130,4.53,oui,atlassian,2026-07-21
com.rvs.atlassian.plugins.issuetracer,"Agile Tools-Epic Tree, Links Tree, Time in Status & Worklogs",votazz,Time tracking;Dashboard gadgets;Reports;Project management,980,20,4.62,oui,atlassian,2026-06-04
google-drive-jira,Google Drive & Docs for Jira,Bilith (Google Workspace apps),Document management;Documentation;Integrations,1253,35,4.04,oui,atlassian,2026-03-31
aldeva.app.jira.team.calendar,Event Calendar for Jira,ALDEVA DIGITAL,Workflow;Shared workflows;Project management,2134,15,3.42,oui,atlassian,2026-05-19
no.kantega.kerberosauth.kerberosauth-plugin,K-SSO SAML SSO OAuth Kerberos User Management for Jira,Kantega SSO,Admin tools;Integrations;Utilities;Security,635,55,4.86,non,atlassian,2026-09-18
com.greffon.folio,Budgets - Jira Project Budget Management | Tempo,Tempo Software,Dashboard gadgets;Reports;Utilities;Project management,707,55,4.73,non,atlassian,2026-09-24
com.langhornweb.jira.app.userexport,User/Group Export & License Optimizer for Jira,Aety admin apps,Admin tools;Utilities,809,18,4.86,oui,atlassian,2025-12-09
com.apanasevich.jira-jigit-plugin,"Jigit - GitHub, GitLab, Gerrit integration for Jira",Move Work Forward,Repository connectors;Documentation;Integrations;Source code,600,34,5.0,oui,atlassian,2026-09-22
com.k15t.scroll.scroll-versions,Scroll Versions for Confluence,K15t,Workflow;Document management;Documentation,740,47,4.68,non,atlassian,2026-09-15
ch.mibex.stash.sonar4stash,Include Code Quality for Bitbucket,Elevatic,Integrations;Code quality;Code review;Testing & QA,680,44,4.8,non,atlassian,2026-07-06
de.communardo.jira.plugins.userprofile,User Profiles for Jira (Microsoft Attributes Sync),Elevatic,Workflow;Custom fields;Tasks;Project management,750,26,4.81,oui,atlassian,2026-03-23
com.tngtech.jira.plugins.schizophrenia,User Switcher for Jira,TNG Technology Consulting GmbH,Admin tools;Utilities,865,43,4.45,non,atlassian,2026-09-10
no.kantega.kerberosauth.kerberosauth-plugin.confluence,K-SSO SAML SSO OAuth Kerberos User Management for Confluence,Kantega SSO,Admin tools;Integrations;Utilities;Security,595,44,4.91,non,atlassian,2026-09-18
com.katalon.katalon-jira-plugin,Katalon - Test Automation for Jira,Katalon Inc.,Integrations;Continuous integration;Code quality;Testing & QA,1227,35,3.93,oui,atlassian,2025-03-11
com.isroot.stash.plugin.yacc,Yet Another Commit Checker,Appfire,Workflow;Integrations;Repository hooks;Code quality,808,31,4.6,non,atlassian,2026-08-24
yasoon-jira-teams,Microsoft Teams for Jira & JSM,yasoon - Microsoft 365 for Jira,Messaging;Integrations;IT & helpdesk;Project management,845,30,4.54,oui,atlassian,2026-09-14
com.devsamurai.atlassian.plugin.planning-poker,"Agile Planning Poker, Retrospectives, Daily Standup for Jira",DevSamurai,Workflow;Time tracking;Tasks;Project management,778,81,4.41,oui,atlassian,2026-04-09
com.balsamiq.confluence.plugins.mockups,Balsamiq Wireframes for Confluence Data Center,Balsamiq,Blueprints;Macros;Design tools,964,68,4.12,non,atlassian,2026-08-05
com.deniz.jira.worklog,WorklogPRO - Timesheets and Cost Tracker for Jira,The Starware,Time tracking;Dashboard gadgets;Reports;Project management,831,43,4.45,oui,atlassian,2026-09-11
com.nolddor.user-switcher-for-confluence,User Switcher for Confluence,Sweet Bananas,Admin tools;Utilities;IT & helpdesk,686,25,4.85,non,atlassian,2025-10-02
com.brizoit.gantt,Gantt Suite for Jira: project management & resource planning,BrizoIT,Time tracking;Charts & diagramming;Reports;Project management,1087,15,4.42,oui,atlassian,2026-07-02
eps.focuspro.PageTreeCreator,"Page Tree Creator Pro (Blueprint, Template)",EPS Software Engineering AG,Tasks;Documentation;Blueprints;Macros,820,22,4.66,oui,atlassian,2026-06-25
io.extensi.jira.plugin.agileboardfilter,Agile Tools & Filters for Jira,eXtensi,Tasks;Utilities;IT & helpdesk;Project management,585,26,5.0,non,atlassian,2026-07-08
com.yasoon.calendar,Outlook Calendars for Confluence,yasoon - Microsoft 365 for Jira,Reports;Integrations;Macros;Project management,1150,33,3.98,oui,atlassian,2025-11-05
com.automation-consultants.accloud.approvalmacro,Approvals for Confluence (Page Review & Sign-off),AppFox,Workflow;Document management;Documentation;Macros,975,21,4.4,oui,atlassian,2026-07-07
ch.mibex.confluence.include,"Include from Bitbucket to Confluence (Markdown, AsciiDoc)",Elevatic,Repository connectors;Documentation;Integrations;Source code,1040,19,4.34,oui,atlassian,2026-09-16
at.celix.jira.plugins.column-order,Column Order Gadget,Communardo Austria GmbH,Dashboard gadgets;Project management,824,39,4.42,oui,atlassian,2025-09-25
com.marvelution.jira.plugins.jenkins,Jenkins for Jira,Marvelution,Build management;Integrations;Continuous integration;Deployments,1116,75,3.77,oui,atlassian,2026-08-12
jp.ricksoft.plugins.excel4jira,Excel-like Bulk Issue Editor for Jira (Structure & Table),"Ricksoft, Inc.",Reports;Integrations;Utilities;Project management,1017,28,4.2,oui,atlassian,2025-12-29
ru.andreymarkelov.atlas.plugins.utils,Power Utilities for Jira - Workflow toolbox for admins,Appfire,Admin tools;Workflow;Tasks;Utilities,674,25,4.8,non,atlassian,2026-09-17
com.view26.servicedesk-report.jira,"view26 Charts, Portal Reports & Dashboards for JSM",view26 GmbH,Dashboard gadgets;Charts & diagramming;Reports;IT & helpdesk,914,29,4.32,oui,atlassian,2026-02-15
de.communardo.confluence.plugins.userprofile,User Profiles for Confluence (Microsoft Attributes Sync),Elevatic,Admin tools;Messaging;Integrations;Macros,618,31,4.84,oui,atlassian,2026-05-27
meetical-connect-app,"Meetical Calendar & AI Meetings (Outlook, Google Calendar)",Meetical,Document management;Documentation;Integrations;Project management,552,39,4.9,oui,atlassian,2026-09-15
com.infosysta.jira.gtj,"Google to Jira (Gmail, Calendar, Drive, Chrome)",Futurate,Email;Integrations;Utilities;IT & helpdesk,1054,63,3.85,oui,atlassian,2026-08-11
com.arijea.easy-agile-roadmaps,Easy Agile Roadmaps for Jira,Easy Agile,Workflow;Charts & diagramming;Reports;Project management,1264,64,3.54,oui,atlassian,2026-06-24
com.miniorange.oauth.jira-oauth,Single Sign On (SSO) via OAuth/OpenID for Jira DC and Cloud,miniOrange,Admin tools;Integrations;Utilities;Security,536,74,4.81,oui,atlassian,2026-09-15
com.infosysta.jira.mobile,Mobile for Jira,Futurate,Tasks;IT & helpdesk;Mobile;Project management,840,52,4.23,oui,atlassian,2026-08-11
com.kaanha.jira.tableau,Tableau Connector Pro for Jira,Appfire,Charts & diagramming;Reports;Integrations;Project management,700,45,4.53,oui,atlassian,2026-09-15
com.j-tricks.jql-plugin,JQL Tricks for Jira,J-Tricks,Custom fields;Dashboard gadgets;Utilities;Project management,1131,28,3.93,oui,atlassian,2026-09-15
Addteq.Excellentable,Excellentable Spreadsheet for Confluence,Addteq Inc,Document management;Documentation;Blueprints;Macros,1312,52,3.44,oui,atlassian,2026-09-09
com.atlassian.plugins.confluence.markdown.confluence-markdown-macro,"Just Add+ Embed Markdown, Diagrams, & Code in Confluence Git",Modus  Create,Charts & diagramming;Documentation;Integrations;Macros,8303,50,4.25,oui,free,2026-09-09
